core_name,core_type,sample_depth_start,sample_depth_end,latitude,longitude,wdepth,UK37,include,reference_name,reference_link,notes
GeoB1028-4,GBC,0,2,-20.1,9.178,2215,0.738,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1029-1,GBC,3,4,-21.065,8.23,3414,0.751,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1031-1,GBC,0,2,-21.89,7.102,3103,0.787,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1032-2,GBC,3,4,-22.913,6.027,2499,0.779,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1035-3,GBC,3,4,-21.602,5.032,4450,0.798,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1037-1,GBC,3,4,-13.157,0.143,5684,0.841,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1039-1,GBC,0,2,-6.207,0.875,4135,0.920,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1040-3,GBC,0,2,-5.54,-1.773,4830,0.911,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1041-1,GBC,0,2,-3.48,-7.592,4035,0.926,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1101-4,GBC,0,2,1.663,-10.977,4567,0.917,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1102-3,GBC,0,2,0.515,-8.588,4779,0.920,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1103-3,GBC,0,2,0.602,-9.263,4321,0.909,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1104-5,GBC,0,2,-1.163,-10.705,3724,0.923,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1105-3,GBC,0,2,-1.665,-12.428,3232,0.912,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1106-5,GBC,3,4,-1.76,-12.552,2471,0.919,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1108-6,GBC,0,2,-2.173,-9.873,3897,0.901,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1109-4,GBC,0,2,-6.013,-7.745,4725,0.910,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1110-3,GBC,0,2,-5.942,-8.14,4180,0.923,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1111-5,GBC,0,2,-5.842,-8.65,3757,0.919,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1112-3,GBC,0,2,-5.77,-10.745,3122,0.932,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1114-3,GBC,0,2,-5.283,-10.203,3422,0.920,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1115-4,GBC,0,2,-3.558,-12.58,2921,0.921,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1116-1,GBC,0,2,-3.623,-13.187,3471,0.912,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1117-3,GBC,0,2,-3.817,-14.903,3977,0.930,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1118-2,GBC,0,2,-3.56,-16.432,4675,0.928,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1120-3,GBC,0,2,-0.228,-18.503,7622,0.933,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1203-2,GBC,0,2,-26.548,5.017,2395,0.719,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1204-3,GBC,0,2,-25.045,5.498,2241,0.728,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1207-2,GBC,0,2,-24.598,6.855,2593,0.771,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1208-1,GBC,0,2,-24.492,7.113,2971,0.764,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1209-1,GBC,0,2,-24.512,7.283,3303,0.751,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1210-3,GBC,0,2,-24.485,7.438,3750,0.748,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1211-1,GBC,0,2,-24.473,7.537,4089,0.731,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1212-2,GBC,0,2,-24.332,8.25,4669,0.724,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1214-2,GBC,0,2,-24.69,7.242,3220,0.740,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1215-1,GBC,0,2,-24.837,6.845,2761,0.750,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1216-2,GBC,0,2,-24.925,6.788,2263,0.688,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1217-1,GBC,0,2,-24.945,6.725,2007,0.734,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1218-1,GBC,0,2,-25.168,5.918,1023,0.737,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1401-1,GBC,0,2,-6.928,8.998,3591,0.907,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1403-2,GBC,0,2,-1.198,-11.712,3692,0.886,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1405-7,GBC,0,2,1.79,-11.133,4393,0.872,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1407-7,GBC,0,2,-4.328,-10.253,3508,0.917,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1413-2,GBC,0,2,-15.675,-9.457,3785,0.868,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1414-2,GBC,0,2,-15.528,-10.728,3605,0.867,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1417-2,GBC,0,2,-15.533,-12.703,2914,0.846,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1418-1,GBC,0,2,-15.533,-14.885,3524,0.849,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1420-1,GBC,0,2,-15.353,-18.687,4587,0.851,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1607-8,MC,0,1,1.803,-11.273,4318,0.916,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1608-9,MC,0,1,-0.06,-10.845,4586,0.911,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1609-9,MC,0,1,-2.187,-10.11,3908,0.901,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1612-9,MC,0,1,-4.322,-10.253,3513,0.917,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1613-10,GBC,0,2,-5.847,-9.517,3560,0.932,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1702-6,GBC,0,2,-6.567,10.317,3088,0.844,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1703-5,GBC,0,2,-17.452,11.017,1769,0.707,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1704-1,GBC,0,2,-19.407,11.612,399,0.670,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1705-2,GBC,0,2,-19.5,11.382,647,0.676,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1706-1,GBC,0,2,-19.562,11.175,980,0.655,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1707-2,GBC,0,2,-19.695,10.655,1234,0.650,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1709-3,GBC,0,2,-23.588,10.758,3837,0.668,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1710-2,GBC,0,2,-23.43,11.703,2983,0.683,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1711-5,GBC,0,2,-23.317,12.378,1964,0.661,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1712-2,GBC,0,2,-23.255,12.803,1007,0.658,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1713-6,GBC,0,2,-23.22,13.015,597,0.649,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1714-1,GBC,0,2,-23.137,13.542,200,0.574,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1715-1,GBC,0,2,-26.477,11.637,4097,0.619,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1716-2,GBC,0,2,-27.955,14.005,2263,0.644,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1717-2,GBC,0,2,-28.208,14.423,603,0.634,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1718-1,GBC,0,2,-28.708,15.21,167,0.610,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1719-5,GBC,0,2,-28.925,14.173,1024,0.634,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1720-4,GBC,0,2,-29,13.828,2011,0.659,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1721-4,GBC,0,2,-29.175,13.088,3079,0.674,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1722-3,GBC,0,2,-29.448,11.75,3971,0.689,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1724-4,GBC,0,2,-29.972,8.042,5086,0.718,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1726-2,GBC,0,2,-30.27,3.262,1006,0.718,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1901-1,GBC,0,2,-0.817,-16.242,2879,0.926,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1902-3,GBC,0,2,-4.382,-12.198,2744,0.920,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1903-1,GBC,0,2,-8.677,-11.843,3161,0.885,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1904-1,GBC,0,2,-13.883,-13.815,3041,0.815,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1905-1,GBC,0,2,-17.143,-13.987,2972,0.861,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1906-1,GBC,0,2,-18.22,-13.75,2843,0.778,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1907-1,GBC,0,2,-15.13,-9.09,3382,0.837,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1908-1,GBC,0,2,-15.81,-5.75,1231,0.809,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2001-1,GBC,0,2,-31.89,16.11,520,0.671,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2007-1,GBC,0,2,-30.44,12.16,3906,0.687,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2008-1,GBC,0,2,-31.09,11.74,4312,0.714,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2009-1,GBC,0,2,-32.08,10.85,4867,0.698,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2010-1,GBC,0,2,-32.86,10.29,5049,0.692,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2011-1,GBC,0,2,-35.58,8.27,5067,0.717,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2016-3,MC,0,2,-31.91,-1.3,3387,0.673,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2019-2,MC,0,2,-36.05,-8.77,3836,0.627,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2021-4,MC,0,2,-36.84,-14.41,3576,0.590,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2301-1,MC,0,1,-5.07,11.11,1377,0.882,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2302-1,MC,0,1,-5.11,10.09,1830,0.903,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2303-1,MC,0,1,-5.19,10.37,2491,0.860,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2304-1,MC,0,1,-12.02,12.45,1998,0.851,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2305-1,MC,0,1,-11.94,13.25,897,0.901,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2306-1,MC,0,1,-11.92,13.38,476,0.872,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2307-1,MC,0,1,-14.23,11.52,2888,0.846,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2308-1,MC,0,1,-16.73,11.04,2121,0.740,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2309-1,MC,0,1,-16.58,10.84,2672,0.754,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB2310-1,MC,0,1,-22.27,12.54,1019,0.672,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB3602-2,MC,0,1,-34.8,17.76,1880,0.685,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB3603-1,MC,0,1,-35.12,17.53,2851,0.714,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB3604-4,MC,0,1,-31.79,15.5,1510,0.653,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB3605-1,MC,0,1,-31.45,15.3,1373,0.651,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB3606-2,MC,0,1,-25.47,13.08,1793,0.614,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB3607-1,MC,0,1,-23.89,14.33,97,0.553,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB3608-1,MC,0,1,-22.36,12.2,1972,0.642,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1750-7,MC,0,1,-42.695,12.183,4709,0.385,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1751-2,MC,1,2,-44.498,10.481,4802,0.377,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1752-5,MC,0,2,-45.621,9.61,4553,0.313,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1756-6,MC,0,1,-48.896,6.729,3832,0.200,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1759-1,MC,0,2,-50.165,5.755,3793,0.149,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1764-2,MC,0,2,-50.865,5.708,3936,0.160,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1768-1,MC,0,2,-52.589,4.465,3331,0.101,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1771-4,MC,0,1,-53.759,3.781,1819,0.174,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1772-6,MC,0,1,-55.458,1.167,4140,0.123,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1775-5,MC,0,2,-50.952,-7.503,2523,0.097,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1776-6,MC,0,2,-49.73,-8.772,3155,0.120,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1777-7,MC,0,1,-48.233,-11.033,2575,0.178,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1778-1,MC,0,2,-49.012,-12.703,3384,0.253,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1779-3,MC,0,2,-50.395,-14.077,3574,0.263,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS1782-6,MC,0,1,-55.192,-18.603,5131,0.078,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2489-4,MC,0,1,-42.883,8.968,3795,0.432,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2491-5,MC,0,1,-44.955,5.97,4323,0.274,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2492-1,MC,0,1,-43.175,-4.052,4197,0.426,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2493-3,MC,0,1,-42.892,-6.022,4174,0.381,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2494-1,MC,0,1,-41.69,-12.34,3324,0.469,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2495-1,MC,0,1,-41.288,-14.5,3135,0.511,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2496-2,MC,0,1,-42.986,-14.635,3518,0.407,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2498-2,MC,0,1,-44.153,-14.228,3782,0.319,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2499-1,MC,0,1,-46.512,-15.333,3176,0.266,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
PS2500-7,MC,0,1,-47.62,-15.423,3336,0.249,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB5210-7,MC,0,2,21.28,-20.683,4150,0.804,1,Conte2006  Muller2001,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00109-6,
GeoB1122-2,BC,0,2,21.175,-20.678,4095,0.792,1,Conte2006  Muller2002,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00109-7,
GeoB1048-2,BC,0,2,20.92,-19.718,3638,0.805,1,Conte2006  Muller2003,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00109-8,
GeoB1121-1,BC,0,2,20.838,-19.737,3681,0.786,1,Conte2006  Muller2004,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00109-9,
NB56,BC,0,2,-14.98,175,3022,0.979,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB57,BC,0,2,-12.03,175,3143,0.974,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB59,BC,0,4,-7,175,5493,0.945,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB60,BC,0,4,-5,175,5438,0.957,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB61,BC,0,2,0,175,4881,0.987,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
