sampleID,core_name,core_type,sample_depth_start,sample_depth_end,Latitude,Longitude,modernWaterDepth,TEX86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BIT,publicationYear,reference_name,remark,reference_link,RI_zhang16,RI_zhang16_revised,RI_0to5,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,QC_flag,match_lat,match_lon,match_depth,SST,thermocline_depth,thermocline_T,thermocline_T_depthIntegral,SSN,thermocline_nitrate,thermocline_nitrate_depthIntegral,region_ID,regionName,pred_tex,tex_residuals
TEXAS_PSM_RR01296,64PE332-5_2,MC,0.0,1.0,41.135,-9.345,506.0,0.539823009,0.391581633,0.066326531,0.045918367,0.011479592,0.464285714,0.020408163,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.131377549,2.616071426,2.616071426,3.99999991288889,0.20335429814530892,0.391581633,include,41.125,-9.375,500.0,16.4535,35.0,15.3328905,16.01033,1.0178704,3.3853707,1.610927,44.0,Tropical West African Offshore,0.53363407,0.006188942418273946
TEXAS_PSM_RR01297,64PE332-4_1,MC,0.0,1.0,41.132,-9.371,1007.0,0.592592593,0.343881857,0.069620253,0.063291139,0.010548523,0.485232068,0.02742616,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.278481012,2.79113924,2.79113924,6.000000094800001,0.21864951690567716,0.343881857,include,41.125,-9.375,1000.0,16.4535,35.0,15.3328905,16.01033,1.0178704,3.3853707,1.610927,44.0,Tropical West African Offshore,0.53363407,0.05895852641827393
TEXAS_PSM_RR01298,64PE332-3_7,MC,0.0,1.0,41.136,-9.612,1989.0,0.620689655,0.329431438,0.073578595,0.080267559,0.008361204,0.476588629,0.031772575,0.01,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.292642141,2.8010033450000003,2.8010033450000003,9.60000007176,0.24189526200901743,0.329431438,include,41.125,-9.625,2000.0,16.519009,40.0,15.226609,16.026527,0.48354286,2.4138627,0.9292866,44.0,Tropical West African Offshore,0.5338055,0.08688416545989985
TEXAS_PSM_RR01299,64PE332-11_2,MC,0.0,1.0,40.133,-8.967,28.0,0.449438202,0.473326867,0.047526673,0.022308438,0.009699321,0.440349176,0.006789525,0.05,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,1.9097963160000002,2.356935017,2.356935017,2.29999996907,0.1510128901904704,0.473326867,include,40.125,-8.875,30.0,,,,,nan,nan,nan,44.0,Tropical West African Offshore,,
TEXAS_PSM_RR01300,64PE332-12_1,MC,0.0,1.0,40.134,-9.25,108.0,0.48255814,0.357743097,0.053421369,0.028211285,0.012004802,0.539015606,0.009603842,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.340336137,2.888955585,2.888955585,2.35000002499,0.14579439382717793,0.357743097,include,40.125,-9.375,100.0,16.36851,35.0,15.1043,15.894148,1.1232854,6.8520155,3.3959587,44.0,Tropical West African Offshore,0.5324043,-0.04984616355072019
TEXAS_PSM_RR01301,64PE332-13_3,MC,0.0,1.0,40.133,-9.699,505.0,0.555066079,0.35257732,0.069415808,0.053608247,0.011683849,0.491408935,0.021305842,0.01,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.262542957,2.775257734,2.775257734,4.588235178321801,0.20806794070286824,0.35257732,include,40.125,-9.625,500.0,16.80461,35.0,15.69929,16.402294,0.38991725,2.3296897,0.8721728,44.0,Tropical West African Offshore,0.5377827,0.017283350327972458
TEXAS_PSM_RR01302,64PE332-14_4,MC,0.0,1.0,40.133,-9.825,981.0,0.61627907,0.308533917,0.072210066,0.072210066,0.010940919,0.503282276,0.032822757,0.01,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.3938730870000002,2.9299781200000004,2.9299781200000004,6.600000054840001,0.2246835449994392,0.308533917,include,40.125,-9.875,1000.0,16.91401,35.0,15.901,16.556839,0.20536634,1.1859428,0.40293926,44.0,Tropical West African Offshore,0.53941846,0.07686061106140141
TEXAS_PSM_RR01303,64PE332-15_1,MC,0.0,1.0,40.133,-9.969,1808.0,0.626436782,0.316628702,0.074031891,0.080865604,0.009111617,0.485193622,0.034168565,0.01,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.340546698,2.859908885,2.859908885,8.875000342968761,0.2400000003512,0.316628702,include,40.125,-9.875,1800.0,16.91401,35.0,15.901,16.556839,0.20536634,1.1859428,0.40293926,44.0,Tropical West African Offshore,0.53941846,0.08701832306140134
TEXAS_PSM_RR01304,64PE332-24_2,MC,0.0,1.0,38.946,-9.465,41.0,0.451612903,0.435880399,0.056478405,0.027906977,0.011295681,0.461129568,0.00730897,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.019933554,2.4883720919999996,2.4883720919999996,2.470588271747405,0.16961130730148127,0.435880399,include,38.875,-9.375,40.0,,,,,nan,nan,nan,44.0,Tropical West African Offshore,,
TEXAS_PSM_RR01305,64PE332-17_2,MC,0.0,1.0,38.934,-9.476,48.0,0.451807229,0.437773609,0.056910569,0.027517198,0.011882427,0.458411507,0.00750469,0.03,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.011257034,2.477173231,2.477173231,2.3157893585207803,0.1713014464310339,0.437773609,include,38.875,-9.375,50.0,,,,,nan,nan,nan,44.0,Tropical West African Offshore,,
TEXAS_PSM_RR01306,64PE332-18_5,MC,0.0,1.0,39.031,-9.674,116.0,0.511278195,0.388791594,0.056917688,0.031523643,0.013134851,0.49474606,0.014886165,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.1978984269999997,2.7075306519999995,2.7075306519999995,2.40000004568,0.16618911133530925,0.388791594,include,39.125,-9.625,125.0,16.842709,35.0,15.691291,16.419552,nan,nan,nan,44.0,Tropical West African Offshore,0.53796536,-0.02668716230361934
TEXAS_PSM_RR01307,64PE332-25_2,MC,0.0,1.0,38.967,-9.637,119.0,0.503703704,0.396013865,0.058058925,0.030329289,0.012131716,0.487001733,0.016464471,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.168977467,2.672443671,2.672443671,2.49999991757143,0.16642754583501745,0.396013865,include,38.875,-9.625,125.0,17.021,40.0,15.87511,16.546103,nan,nan,nan,44.0,Tropical West African Offshore,0.53930485,-0.035601148485656764
TEXAS_PSM_RR01308,64PE332-26_2,MC,0.0,1.0,39.012,-9.996,259.0,0.519886364,0.382511556,0.065100154,0.042372881,0.012711864,0.481895223,0.01540832,0.01,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.17719568,2.6744992229999998,2.6744992229999998,3.3333334120000027,0.194635058448592,0.382511556,include,39.125,-9.875,250.0,17.09609,35.0,16.112291,16.73461,0.5576077,3.7138262,1.6293291,44.0,Tropical West African Offshore,0.54130006,-0.021413694364868174
TEXAS_PSM_RR01309,64PE332-20_2,MC,0.0,1.0,39.26,-10.0,308.0,0.539130435,0.359259259,0.065432099,0.045679012,0.012345679,0.498765432,0.018518519,0.01,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.262962964,2.780246915,2.780246915,3.6999999757,0.19267822708966775,0.359259259,include,39.375,-10.125,300.0,17.06201,35.0,16.05739,16.699875,0.45307642,3.0095813,1.2574366,44.0,Tropical West African Offshore,0.5409324,-0.0018019819158935357
TEXAS_PSM_RR01310,64PE332-22_6,MC,0.0,1.0,39.34,-10.13,1100.0,0.609375,0.319213313,0.075642965,0.077155825,0.010590015,0.487140696,0.030257186,0.01,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.331316188,2.8487140699999998,2.8487140699999998,7.285714420612247,0.24000000017626666,0.319213313,include,39.375,-10.125,1100.0,17.2142,35.0,16.309591,16.896986,0.24662934,1.2334902,0.46873388,44.0,Tropical West African Offshore,0.5430187,0.06635630130767822
TEXAS_PSM_RR01311,64PE332-23_2,MC,0.0,1.0,39.416,-10.216,1980.0,0.640625,0.32037325,0.071539658,0.079315708,0.00933126,0.480559876,0.038880249,0.01,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.335925354,2.8553654789999996,2.8553654789999996,8.499999785666674,0.23569794120714355,0.32037325,include,39.375,-10.125,2000.0,17.2142,35.0,16.309591,16.896986,0.24662934,1.2334902,0.46873388,44.0,Tropical West African Offshore,0.5430187,0.09760630130767822
TEXAS_PSM_RR01312,64PE332-27_3,MC,0.0,1.0,38.606,-9.356,20.0,0.470588235,0.472584856,0.046997389,0.023498695,0.010443864,0.438642298,0.007832898,0.15,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,1.9112271549999997,2.357702351,2.357702351,2.250000095750002,0.15346534683501617,0.472584856,include,38.625,-9.375,20.0,16.7829,45.0,15.3479,16.183905,nan,nan,nan,44.0,Tropical West African Offshore,0.5354712,-0.06488296594299314
TEXAS_PSM_RR01313,64PE332-29_2,MC,0.0,1.0,38.581,-9.365,48.0,0.458333333,0.449938195,0.048207664,0.023485785,0.009888752,0.461063041,0.007416564,0.07,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,1.99876391,2.467243515,2.467243515,2.3749998988750045,0.14831460775882338,0.449938195,include,38.625,-9.375,50.0,16.7829,45.0,15.3479,16.183905,nan,nan,nan,44.0,Tropical West African Offshore,0.5354712,-0.07713786794299315
TEXAS_PSM_RR01314,64PE332-30_1,MC,0.0,1.0,38.651,-9.469,81.0,0.5,0.406906907,0.052552553,0.028528529,0.012012012,0.487987988,0.012012012,0.05,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.145645647,2.645645647,2.645645647,2.375000041625,0.1569620266055568,0.406906907,include,38.625,-9.375,80.0,16.7829,45.0,15.3479,16.183905,nan,nan,nan,44.0,Tropical West African Offshore,0.5354712,-0.035471200942993164
TEXAS_PSM_RR01315,64PE332-28_1,MC,0.0,1.0,38.562,-9.372,94.0,0.5,0.422535211,0.047887324,0.025352113,0.011267606,0.481690141,0.011267606,0.07,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.104225356,2.597183103,2.597183103,2.2499999556250017,0.14634146438607973,0.422535211,include,38.625,-9.375,95.0,16.7829,45.0,15.3479,16.183905,nan,nan,nan,44.0,Tropical West African Offshore,0.5354712,-0.035471200942993164
TEXAS_PSM_RR01316,64PE332-31_2,MC,0.0,1.0,38.42,-9.42,478.0,0.552447552,0.36345776,0.062868369,0.046168959,0.011787819,0.496070727,0.019646365,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.2534381119999995,2.769155204,2.769155204,3.9166667727083357,0.18981481447297954,0.36345776,include,38.375,-9.375,475.0,16.713291,45.0,15.2542,16.107752,0.3162712,3.0441723,1.3172548,44.0,Tropical West African Offshore,0.53466517,0.017782384668304396
TEXAS_PSM_RR01317,64PE332-33_1,MC,0.0,1.0,38.392,-9.428,1052.0,0.585714286,0.337804878,0.070731707,0.059756098,0.01097561,0.491463415,0.029268293,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.306097565,2.826829273,2.826829273,5.444444363456792,0.213627992847661,0.337804878,include,38.375,-9.375,1050.0,16.713291,45.0,15.2542,16.107752,0.3162712,3.0441723,1.3172548,44.0,Tropical West African Offshore,0.53466517,0.051049118668304416
TEXAS_PSM_RR01318,64PE332-36_3,MC,0.0,1.0,38.226,-9.484,2432.0,0.623762376,0.323583181,0.069469835,0.069469835,0.009140768,0.491773309,0.036563071,0.03,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.3491773289999998,2.8775137089999996,2.8775137089999996,7.599999803080003,0.2189189181277867,0.323583181,include,38.125,-9.375,2400.0,17.152,45.0,15.76469,16.595253,0.19363868,1.8967427,0.72411484,44.0,Tropical West African Offshore,0.5398251,0.0839372941747436
TEXAS_PSM_RR01319,64PE332-34_2,MC,0.0,1.0,38.451,-8.989,48.0,0.482758621,0.4,0.05,0.026666667,0.01,0.503333333,0.01,0.08,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.1866666660000003,2.699999999,2.699999999,2.6666667,0.14444444499999998,0.4,include,38.375,-8.875,50.0,,,,,nan,nan,nan,44.0,Tropical West African Offshore,,
TEXAS_PSM_RR01320,64PE332-38_2,MC,0.0,1.0,38.417,-9.062,98.0,0.504201681,0.408839779,0.054327808,0.031307551,0.011970534,0.481583794,0.011970534,0.04,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.127071824,2.6206261520000003,2.6206261520000003,2.6153846603668645,0.16510903395172796,0.408839779,include,38.375,-9.125,100.0,,,,,0.41114682,nan,nan,44.0,Tropical West African Offshore,,
TEXAS_PSM_RR01321,64PE332-37_2,MC,0.0,1.0,38.338,-9.238,516.0,0.549450549,0.36913767,0.062027231,0.045385779,0.010590015,0.493192133,0.019667171,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.23600605,2.748865354,2.748865354,4.285714326183674,0.1870503588113279,0.36913767,include,38.375,-9.125,500.0,,,,,0.41114682,nan,nan,44.0,Tropical West African Offshore,,
TEXAS_PSM_RR01322,64PE332-40_1,MC,0.0,1.0,38.33,-9.259,979.0,0.6,0.333780161,0.069705094,0.063002681,0.010723861,0.491957105,0.030831099,0.02,2016,Kim2016,,https://doi.org/10.1016/j.gca.2015.09.010,2.319034855,2.8418230589999998,2.8418230589999998,5.874999778531259,0.21529175114328628,0.333780161,include,38.375,-9.375,1000.0,16.713291,45.0,15.2542,16.107752,0.3162712,3.0441723,1.3172548,44.0,Tropical West African Offshore,0.53466517,0.06533483266830442
TEXAS_PSM_RR01323,GeoB18515-2,MC,0.0,1.0,43.6335,-54.5482,3632.0,0.501862109,0.458825955,0.076796892,0.049190078,0.00578103,0.387006106,0.02239994,0.016764416,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.8301443220000002,2.239550368,2.239550368,8.508877829729304,0.24348543869378392,0.458825955,include,43.625,-54.625,3600.0,11.5148,35.0,9.82019,10.944987,0.5017545,0.92739576,0.5760861,12.0,Eastern North America Offshore,0.48002085,0.021841258103164618
TEXAS_PSM_RR01324,GeoB18516-1,MC,0.0,1.0,44.1608,-54.2718,2503.0,0.440964135,0.509340626,0.060180857,0.030773273,0.003948936,0.383008217,0.012748091,0.024942415,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.716599443,2.112355751,2.112355751,7.792801149474188,0.19341944947738834,0.509340626,include,44.125,-54.375,2500.0,10.135691,35.0,8.0228,9.474165,0.45766625,0.9081638,0.524146,12.0,Eastern North America Offshore,0.4644532,-0.023489055565109274
TEXAS_PSM_RR01325,GeoB18517-2,MC,0.0,1.0,44.7223,-54.6538,1470.0,0.419884873,0.540740151,0.050548219,0.023849827,0.003623733,0.372125043,0.009113026,0.025330555,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.634071348,2.015309417,2.015309417,6.581562990430035,0.16988591391076713,0.540740151,include,44.625,-54.625,1450.0,8.859509,30.0,7.01419,8.328561,0.61694676,0.9317322,0.66397744,12.0,Eastern North America Offshore,0.45232776,-0.03244288507380677
TEXAS_PSM_RR01326,GeoB18530-2,MC,0.0,1.0,42.8395,-49.2348,1887.0,0.438364901,0.529441062,0.0634823,0.029325186,0.005020187,0.357527719,0.015203545,0.031402978,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.628118289,2.000849553,2.000849553,5.841452917988912,0.20789674854268042,0.529441062,include,42.875,-49.125,1900.0,8.865009,25.0,6.4349,7.955183,0.9591671,1.2199814,1.0153612,12.0,Eastern North America Offshore,0.44837582,-0.010010920113586452
TEXAS_PSM_RR01327,GeoB18532-2,MC,0.0,1.0,42.9705,-49.4682,1121.0,0.377585167,0.565630522,0.040614218,0.015688243,0.00345083,0.369116827,0.00549936,0.018503488,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.580807942,1.955424129,1.955424129,4.546223082562745,0.13756328201310683,0.565630522,include,42.875,-49.375,1100.0,8.523109,25.0,6.02261,7.5851903,0.98650515,1.2807367,1.0496614,12.0,Eastern North America Offshore,0.44445968,-0.06687450974255371
TEXAS_PSM_RR01328,GeoB18533-1,MC,0.0,1.0,44.2415,-46.4125,3907.0,0.475508317,0.483704798,0.087337053,0.048502771,0.006948817,0.349777684,0.023728876,0.028969342,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.699215286,2.072721846,2.072721846,6.9800040783920485,0.2765639516374277,0.483704798,include,44.125,-46.375,3900.0,13.17581,35.0,11.5608,12.658174,1.5087453,2.1507976,1.6477517,12.0,Eastern North America Offshore,0.49815375,-0.02264542912808226
TEXAS_PSM_RR01329,GeoB18534-2,MC,0.0,1.0,44.368,-46.4913,3868.0,0.445101367,0.527640271,0.064550572,0.032961994,0.004398329,0.356031145,0.014417688,0.037435794,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.625464879,1.995913712,1.995913712,7.494208368678196,0.2157484835371063,0.527640271,include,44.375,-46.375,3900.0,12.365491,35.0,10.601991,11.794965,1.5040414,2.201469,1.6525724,12.0,Eastern North America Offshore,0.48901728,-0.043915910956008886
TEXAS_PSM_RR01330,GeoB18549-3,MC,0.0,1.0,50.2057,-45.6858,3521.0,0.406078841,0.535779434,0.078955713,0.035837744,0.003885549,0.331280845,0.014260715,0.011552493,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.544454088,1.889995648,1.889995648,9.223341154621908,0.2556521935738625,0.535779434,include,50.125,-45.625,3500.0,8.9076,40.0,7.28549,8.391478,5.9229035,7.5410976,6.273303,12.0,Eastern North America Offshore,0.4529937,-0.04691484996755979
TEXAS_PSM_RR01331,GeoB18550-2,MC,0.0,1.0,49.9882,-45.5943,2515.0,0.41018684,0.531018101,0.080442952,0.036290229,0.004534711,0.332594722,0.015119286,0.012858017,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.557483575,1.905197583,1.905197583,8.002765556614301,0.25857691309621966,0.531018101,include,49.875,-45.625,2500.0,8.6749,40.0,6.958,8.147893,5.9413934,7.6329193,6.317677,12.0,Eastern North America Offshore,0.4504155,-0.040228652057800296
TEXAS_PSM_RR01332,GeoB18551-1,MC,0.0,1.0,49.523,-45.4082,3153.0,0.394158955,0.542790915,0.069139499,0.027462994,0.004181366,0.343087569,0.013337657,0.026435551,2018,Schukies2018,,https://doi.org/10.1594/PANGAEA.894305,1.562310489,1.9187357149999997,1.9187357149999997,6.567947890713227,0.22043275671129764,0.542790915,include,49.625,-45.375,3200.0,8.52701,35.0,7.1484,8.124332,6.145896,7.4268074,6.4247255,12.0,Eastern North America Offshore,0.45016614,-0.05600718102638247
TEXAS_PSM_RR01333,HAB_A01,grab,0.0,2.0,-22.9193,-42.0141,25.0,0.454545455,0.39,0.06,0.03,0.01,0.5,0.01,0.11,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.19,2.6999999999999997,2.6999999999999997,3.0,0.16393442622950818,0.39,include,-22.875,-42.125,25.0,,,,,nan,nan,nan,57.0,Eastern South America Offshore_Cabo Frio-Nearshore,,
TEXAS_PSM_RR01334,HAB_A02,grab,0.0,2.0,-22.9346,-41.8979,50.0,0.461538462,0.4,0.07,0.04,0.01,0.46,0.01,0.13,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.06,2.5300000000000002,2.5300000000000002,4.0,0.20338983050847456,0.4,include,-22.875,-41.875,50.0,23.36021,25.0,21.3905,22.616392,nan,nan,nan,57.0,Eastern South America Offshore_Cabo Frio-Nearshore,0.6035547,-0.14201626364697267
TEXAS_PSM_RR01335,HAB_A03,grab,0.0,2.0,-23.0603,-41.9643,75.0,0.5,0.37,0.08,0.05,0.01,0.47,0.02,0.13,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.17,2.6599999999999997,2.6599999999999997,5.0,0.22222222222222224,0.37,include,-23.125,-41.875,75.0,23.789091,85.0,18.030209,21.085548,0.042844944,5.2215157,2.4012215,57.0,Eastern South America Offshore_Cabo Frio-Nearshore,0.5873518,-0.08735179901123047
TEXAS_PSM_RR01336,HAB_A04,grab,0.0,2.0,-23.1373,-41.8976,100.0,0.5625,0.37,0.07,0.05,0.02,0.46,0.02,0.12,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.1500000000000004,2.6300000000000003,2.6300000000000003,2.5,0.22580645161290322,0.37,include,-23.125,-41.875,100.0,23.789091,85.0,18.030209,21.085548,0.042844944,5.2215157,2.4012215,57.0,Eastern South America Offshore_Cabo Frio-Nearshore,0.5873518,-0.02485179901123047
TEXAS_PSM_RR01337,HAB_A05,grab,0.0,2.0,-23.6047,-41.3587,150.0,0.590909091,0.31,0.09,0.08,0.02,0.48,0.03,0.08,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.35,2.86,2.86,4.0,0.2714285714285714,0.31,include,-23.625,-41.375,150.0,24.69459,70.0,21.77211,23.592606,0.0577879,1.7851379,0.55039585,13.0,Eastern South America Offshore,0.61388725,-0.0229781594234314
TEXAS_PSM_RR01338,HAB_A06,BC,0.0,2.0,-23.6327,-41.3284,400.0,0.619047619,0.32,0.08,0.07,0.02,0.47,0.04,0.08,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.3200000000000003,2.83,2.83,3.5000000000000004,0.25,0.32,include,-23.625,-41.375,400.0,24.69459,70.0,21.77211,23.592606,0.0577879,1.7851379,0.55039585,13.0,Eastern South America Offshore,0.61388725,0.0051603685765686524
TEXAS_PSM_RR01339,HAB_A07,BC,0.0,2.0,-23.6561,-41.3089,700.0,0.619047619,0.32,0.08,0.08,0.01,0.47,0.04,0.08,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.31,2.82,2.82,8.0,0.25,0.32,include,-23.625,-41.375,700.0,24.69459,70.0,21.77211,23.592606,0.0577879,1.7851379,0.55039585,13.0,Eastern South America Offshore,0.61388725,0.0051603685765686524
TEXAS_PSM_RR01340,HAB_A08,BC,0.0,2.0,-23.6867,-41.2693,1000.0,0.636363636,0.32,0.08,0.08,0.02,0.46,0.04,0.07,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.3000000000000003,2.8000000000000003,2.8000000000000003,4.0,0.2647058823529411,0.32,include,-23.625,-41.375,1000.0,24.69459,70.0,21.77211,23.592606,0.0577879,1.7851379,0.55039585,13.0,Eastern South America Offshore,0.61388725,0.022476385576568614
TEXAS_PSM_RR01341,HAB_A09,BC,0.0,2.0,-23.7527,-41.1972,1300.0,0.652173913,0.33,0.08,0.09,0.02,0.45,0.04,0.07,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.2800000000000002,2.77,2.77,4.5,0.2794117647058823,0.33,include,-23.875,-41.125,1300.0,24.95691,70.0,22.7297,24.218533,0.025148593,0.30737257,0.075911894,13.0,Eastern South America Offshore,0.62051225,0.03166166591442876
TEXAS_PSM_RR01342,HAB_A10,BC,0.0,2.0,-23.8675,-41.0784,1900.0,0.625,0.33,0.09,0.09,0.02,0.43,0.04,0.12,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.21,2.68,2.68,4.5,0.29850746268656714,0.33,include,-23.875,-41.125,1900.0,24.95691,70.0,22.7297,24.218533,0.025148593,0.30737257,0.075911894,13.0,Eastern South America Offshore,0.62051225,0.004487752914428711
TEXAS_PSM_RR01343,HAB_A11,BC,0.0,2.0,-24.0241,-40.9037,2500.0,0.625,0.33,0.09,0.1,0.01,0.42,0.04,0.14,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.16,2.62,2.62,10.0,0.30303030303030304,0.33,include,-24.125,-40.875,2500.0,25.06661,70.0,23.32301,24.559544,0.012244108,0.081369765,0.020706398,13.0,Eastern South America Offshore,0.62412167,0.0008783340454101562
TEXAS_PSM_RR01344,HAB_A12,BC,0.0,2.0,-24.4893,-40.3912,3000.0,0.62962963,0.33,0.1,0.11,0.01,0.4,0.05,0.2,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.1500000000000004,2.6,2.6,11.0,0.32835820895522383,0.33,include,-24.375,-40.375,3000.0,25.06291,175.0,19.33471,22.862692,0.008525124,3.0781112,0.74952865,13.0,Eastern South America Offshore,0.6061616,0.02346803560913091
TEXAS_PSM_RR01345,HAB_B1,grab,0.0,2.0,-22.6968,-41.8966,25.0,0.461538462,0.36,0.07,0.04,0.01,0.51,0.01,0.18,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.2600000000000002,2.78,2.78,4.0,0.1875,0.36,include,-22.625,-41.875,25.0,23.136791,20.0,21.58331,22.528135,nan,nan,nan,57.0,Eastern South America Offshore_Cabo Frio-Nearshore,0.6026206,-0.14108213965405275
TEXAS_PSM_RR01346,HAB_B2,grab,0.0,2.0,-22.7643,-41.7598,50.0,0.5,0.39,0.07,0.05,0.01,0.47,0.01,0.1,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.12,2.5999999999999996,2.5999999999999996,5.0,0.21311475409836067,0.39,include,-22.875,-41.875,50.0,23.36021,25.0,21.3905,22.616392,nan,nan,nan,57.0,Eastern South America Offshore_Cabo Frio-Nearshore,0.6035547,-0.10355472564697266
TEXAS_PSM_RR01347,HAB_B3,grab,0.0,2.0,-22.997,-41.3526,75.0,0.588235294,0.33,0.07,0.06,0.02,0.51,0.02,0.12,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.37,2.9,2.9,3.0,0.2205882352941176,0.33,include,-22.875,-41.375,75.0,24.09101,75.0,18.6479,21.753288,0.060312226,4.963419,1.4687531,13.0,Eastern South America Offshore,0.59441936,-0.006184066160827673
TEXAS_PSM_RR01348,HAB_B4,grab,0.0,2.0,-23.1683,-41.0521,100.0,0.619047619,0.27,0.08,0.08,0.02,0.5,0.03,0.11,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.42,2.9499999999999997,2.9499999999999997,4.0,0.2535211267605634,0.27,include,-23.125,-41.125,100.0,24.612991,65.0,21.520409,23.369905,0.10129557,4.0261545,1.6175957,13.0,Eastern South America Offshore,0.6115301,0.00751749385885625
TEXAS_PSM_RR01349,HAB_B5,grab,0.0,2.0,-23.1919,-41.0142,150.0,0.652173913,0.27,0.08,0.09,0.03,0.51,0.03,0.11,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.5100000000000002,3.05,3.05,3.0,0.27027027027027023,0.27,include,-23.125,-41.125,150.0,24.612991,65.0,21.520409,23.369905,0.10129557,4.0261545,1.6175957,13.0,Eastern South America Offshore,0.6115301,0.04064378785885625
TEXAS_PSM_RR01350,HAB_B6,BC,0.0,2.0,-23.1734,-40.9467,400.0,0.619047619,0.31,0.08,0.08,0.02,0.48,0.03,0.1,2018,Ceccopieri2018,,https://doi.org/10.1016/j.orggeochem.2018.10.009,2.34,2.8499999999999996,2.8499999999999996,4.0,0.2608695652173913,0.31,include,-23.125,-40.875,400.0,24.87129,95.0,21.12569,23.24266,0.10758325,4.4202824,1.7458444,13.0,Eastern South America Offshore,0.61018336,0.008864260807556201
