sampleID,index_column,core_name,core_type,sample_depth_start,sample_depth_end,Latitude,Longitude,modernWaterDepth,TEX86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BIT,publicationYear,reference_name,remark,reference_link,dataset_DOI,ringIndex,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI,QC_flag,match_lat,match_lon,match_depth,SST,thermocline_depth,thermocline_T,thermocline_T_depthIntegral,SSN,thermocline_nitrate,thermocline_nitrate_depthIntegral,region_ID,regionName,pred_tex,tex_residuals
RR01060,JET_RR_01060,OCE437-7 MC1A,MC,1.0,2.0,37.8278,-9.5128,1123.0,0.641293185,0.282563846,0.068224588,0.074725717,0.010528325,0.527242936,0.036714588,0.04355,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.5050910930000003,7.097588362821246,0.21392653429060388,0.282563846,2.4615773186531147,-0.043513774346885636,include,37.875,-9.625,1100.0,17.6183,,,,0.07878329,nan,nan,44.0,Tropical West African Offshore,,
RR01061,JET_RR_01061,OCE437-7 MC4E,MC,1.0,2.0,37.8372,-10.184,3146.0,0.657767,0.277801628,0.065421559,0.075959764,0.009085569,0.531056401,0.040675079,0.049,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.531523714,8.36048507253646,0.2083456538171205,0.277801628,2.51994206527948,-0.011581648720520032,include,37.875,-10.125,3100.0,17.93561,45.0,16.7337,17.509417,0.044038136,0.083351344,0.04433043,44.0,Tropical West African Offshore,0.5519209,0.10584610919189452
RR01062,JET_RR_01062,OCE437-7 MC7B,MC,1.0,2.0,36.7722,-9.8672,2735.0,0.661402198,0.287833235,0.06301856,0.074879092,0.009789836,0.526043605,0.038435673,0.0612,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.500063364,7.648656422845081,0.20737767479590585,0.287833235,2.5330638277038475,0.03300046370384768,include,36.875,-9.875,2700.0,18.53379,,,,0.043646865,nan,nan,44.0,Tropical West African Offshore,,
RR01063,JET_RR_01063,OCE437-7 MC11A,MC,1.0,2.0,36.3901,-9.0653,596.0,0.598265597,0.306996224,0.067253202,0.059292298,0.013206047,0.525592482,0.027659746,0.0899,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.438464851,4.489783960332717,0.20166058547083673,0.306996224,2.3176356158285047,-0.12082923517149524,include,36.375,-9.125,600.0,18.86921,55.0,17.094791,18.254618,0.05946213,0.23203112,0.09097574,44.0,Tropical West African Offshore,0.5605406,0.037724980487701454
RR01064,JET_RR_01064,OCE437-7 MC12C,MC,0.0,1.0,35.8903,-7.5315,1184.0,0.641723799,0.289617578,0.069740318,0.077237547,0.01150022,0.515729334,0.036175003,0.0493,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.4663334199999998,6.716179951340061,0.2230884099775768,0.289617578,2.463079996323935,-0.0032534236760648483,include,35.875,-7.625,1200.0,19.44351,,,,0.052884195,nan,nan,44.0,Tropical West African Offshore,,
RR01065,JET_RR_01065,OCE437-7 MC15G,MC,1.0,2.0,34.115,-7.7643,388.0,0.600771741,0.295951796,0.066990266,0.058983539,0.0139056,0.536248795,0.027920004,0.02495,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.48334934,4.241711181106892,0.1986787327988127,0.295951796,2.325682352913448,-0.15766698708655236,include,34.125,-7.875,400.0,20.075909,,,,0.07956516,nan,nan,44.0,Tropical West African Offshore,,
RR01066,JET_RR_01066,OCE437-7 MC18C,MC,1.0,2.0,33.4485,-9.3165,835.0,0.638862464,0.276627141,0.073047977,0.080812199,0.011501676,0.521102098,0.03690891,0.033075,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.5012214349999997,7.026123757963622,0.22859836350509477,0.276627141,2.4531181257750623,-0.04810330922493744,include,33.375,-9.375,850.0,19.97111,,,,0.06176626,nan,nan,44.0,Tropical West African Offshore,,
RR01067,JET_RR_01067,OCE437-7 MC22C,MC,1.0,2.0,30.8603,-10.2829,835.0,0.591600898,0.334483311,0.064823909,0.055525623,0.010044359,0.506790267,0.028332531,0.0268,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.3464994239999997,5.528040465299976,0.19592880712868196,0.334483311,2.2964394952878298,-0.05005992871216991,include,30.875,-10.375,850.0,19.02241,,,,0.27503806,nan,nan,44.0,Tropical West African Offshore,,
RR01068,JET_RR_01068,OCE437-7 MC25C,MC,0.0,1.0,30.8882,-10.6317,1244.0,0.611014106,0.315951809,0.065424901,0.062124598,0.009533662,0.515858218,0.031106813,0.03115,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.4061352069999997,6.516341569482955,0.20039985866960672,0.315951809,2.359002087646851,-0.04713311935314879,include,30.875,-10.625,1250.0,19.24391,10.0,18.959091,19.141596,0.075854555,0.07480062,0.075059675,44.0,Tropical West African Offshore,0.57080024,0.040213861191802924
RR01069,JET_RR_01069,OCE437-7 MC28D,MC,1.0,2.0,29.0181,-12.4669,776.0,0.638757109,0.276015641,0.071087665,0.077126564,0.009082267,0.527199309,0.039488554,0.01575,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.519339046,8.491994785002467,0.2172650472964154,0.276015641,2.452752365139486,-0.06658668086051378,include,29.125,-12.375,800.0,19.7515,,,,0.043553505,nan,nan,44.0,Tropical West African Offshore,,
RR01070,JET_RR_01070,OCE437-7 MC31A,MC,1.0,2.0,27.5371,-13.7408,1029.0,0.613902412,0.328773083,0.065972793,0.063945422,0.009541049,0.500343546,0.031424108,0.04,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.3495573999999997,6.702137469370507,0.20776768669459114,0.328773083,2.3685240320052667,0.018966632005267048,include,27.625,-13.625,1050.0,19.59289,,,,0.21124825,nan,nan,44.0,Tropical West African Offshore,,
RR01071,JET_RR_01071,OCE437-7 MC36F,MC,0.0,1.0,26.8273,-15.1201,2812.0,0.64383948,0.28927575,0.072348845,0.082264164,0.008608176,0.507567716,0.039935349,0.02925,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.4527139609999997,9.556515108427151,0.2296547289613377,0.28927575,2.470480796742146,0.017766835742146103,include,26.875,-15.125,2800.0,20.75351,75.0,18.84551,20.040285,0.008229465,0.4872014,0.08458924,44.0,Tropical West African Offshore,0.58119535,0.0626441255383301
RR01072,JET_RR_01072,OCE437-7 MC39E,MC,1.0,2.0,25.4993,-16.4069,1780.0,0.617949344,0.298162489,0.076224238,0.076960966,0.008368404,0.50239738,0.037886523,0.015925,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.416386994,9.196612161649941,0.23018662506341872,0.298162489,2.3819588257301008,-0.03442816826989903,include,25.375,-16.375,1800.0,20.95771,,,,0.4317996,nan,nan,44.0,Tropical West African Offshore,,
RR01073,JET_RR_01073,OCE437-7 MC42A,MC,1.0,2.0,25.0203,-16.6571,1401.0,0.614949627,0.308376645,0.072385949,0.069682467,0.00850078,0.503632442,0.037421717,0.020475,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.401469859,8.19718508183955,0.21770403632479998,0.308376645,2.371990092451498,-0.029479766548502262,include,25.125,-16.625,1400.0,20.9495,,,,0.5236504,nan,nan,44.0,Tropical West African Offshore,,
RR01074,JET_RR_01074,OCE437-7 MC44B,MC,1.0,2.0,24.3686,-17.0478,1662.0,0.615161534,0.3148639,0.072967929,0.07234477,0.007760978,0.495494766,0.036567657,0.014275,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.369190095,9.32160482866979,0.22342083127717255,0.3148639,2.372692345691934,0.0035022506919339946,include,24.375,-17.125,1650.0,20.7624,,,,0.7335502,nan,nan,44.0,Tropical West African Offshore,,
RR01075,JET_RR_01075,OCE437-7 MC50B,MC,1.0,2.0,23.2071,-17.8542,2295.0,0.611431403,0.318105367,0.071658617,0.068719303,0.00774494,0.497457602,0.036314171,0.026425,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.367419135,8.872799918398334,0.21722250452145736,0.318105367,2.360374376797501,-0.007044758202499057,include,23.125,-17.875,2300.0,20.6382,,,,1.4842777,nan,nan,44.0,Tropical West African Offshore,,
RR01076,JET_RR_01076,OCE437-7 MC51B,MC,1.0,2.0,21.797,-17.8708,1276.0,0.590774586,0.327845176,0.068198963,0.056505744,0.008449618,0.505499264,0.033501234,0.01535,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.362561297,6.687372612584379,0.19810067627826866,0.327845176,2.293832078838725,-0.06872921816127509,include,21.875,-17.875,1300.0,19.99341,,,,4.15418,nan,nan,44.0,Tropical West African Offshore,,
RR01077,JET_RR_01077,OCE437-7 MC55B,MC,1.0,2.0,21.2393,-17.8028,798.0,0.584022898,0.333143467,0.064285787,0.05044016,0.009436626,0.512301117,0.030392843,0.0137,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.364251825,5.345147725468827,0.18619083244401535,0.333143467,2.272697083229217,-0.09155474177078338,include,21.125,-17.875,800.0,19.7163,,,,6.2270894,nan,nan,44.0,Tropical West African Offshore,,
RR01078,JET_RR_01078,OCE437-7 MC63E,MC,1.0,2.0,20.7463,-18.5512,2106.0,0.596404511,0.342601211,0.070101582,0.061367147,0.009275441,0.483724052,0.032930568,0.02005,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.287280679,6.616089412891527,0.21409252974134618,0.342601211,2.3116870177906153,0.024406338790615045,include,20.625,-18.625,2100.0,20.97361,,,,3.902092,nan,nan,44.0,Tropical West African Offshore,,
RR01079,JET_RR_01079,OCE437-7 MC65H,MC,1.0,2.0,19.9434,-17.8607,1455.0,0.586421505,0.331517914,0.069921418,0.05652811,0.01013385,0.499418832,0.032479876,0.01975,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.34097402,5.57814749576913,0.2043186808748679,0.331517914,2.280170843817864,-0.06080317618213593,include,19.875,-17.875,1450.0,21.09931,,,,4.7541656,nan,nan,44.0,Tropical West African Offshore,,
RR01080,JET_RR_01080,OCE437-7 MC67D,MC,1.0,2.0,19.3567,-17.2767,1393.0,0.585239008,0.327905073,0.072107169,0.059320517,0.009499086,0.498246529,0.032921626,0.02115,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.343918081,6.244865769190847,0.20968283844820623,0.327905073,2.2764815561696157,-0.06743652483038431,include,19.375,-17.375,1400.0,21.7149,,,,3.5860631,nan,nan,44.0,Tropical West African Offshore,,
RR01081,JET_RR_01081,OCE437-7 MC69A,MC,1.0,2.0,18.6388,-17.3348,2282.0,0.595693369,0.340110567,0.072726807,0.063914093,0.009686484,0.479995786,0.033566262,0.0226,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.283862637,6.598275803686869,0.22174530596210548,0.340110567,2.3094200642402933,0.025557427240293418,include,18.625,-17.375,2300.0,22.522509,35.0,19.373009,21.626368,3.5784466,11.31758,5.551363,44.0,Tropical West African Offshore,0.5995415,-0.003848116309600802
RR01082,JET_RR_01082,OCE437-7 MC78F,MC,0.0,1.0,15.31,-23.4132,944.0,0.641943671,0.2813948,0.072629998,0.079389114,0.01033947,0.515774757,0.040471861,0.04015,2015.0,Tierney2015,Data from original source,https://doi.org/10.1038/sdata.2015.29,'https://doi.org/10.25921/wt2r-sc81,2.4874131079999997,7.678257589605656,0.2259357182497427,0.2813948,2.463847740096695,-0.023565367903304768,include,15.375,-23.375,950.0,24.6839,,,,0.3771939,nan,nan,43.0,Tropical Atlantic,,
RR01083,JET_RR_01083,64PE301 P900,MC,0.0,0.5,22.5482,64.0398,885.0,0.788003287,0.101975269,0.041432471,0.064637867,0.015256143,0.702585515,0.074112735,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,3.3232696340000003,4.236841972443494,0.13510371909790977,0.101975269,3.0447887476817104,-0.27848088631828993,include,22.625,64.125,900.0,27.44529,,,,0.1637832,nan,nan,2.0,Arabian Sea,,
RR01084,JET_RR_01084,64PE301 P1000,MC,0.0,0.5,22.56527778,64.06277778,1013.0,0.794525066,0.096704871,0.037189589,0.055217287,0.013371538,0.722301815,0.0752149,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,3.377805637,4.129464164855231,0.11710282786214384,0.096704871,3.07403236644765,-0.3037732705523499,include,22.625,64.125,1000.0,27.44529,40.0,25.54191,26.906384,0.1637832,0.3978571,0.2020021,2.0,Arabian Sea,0.6606152,0.13390986023522944
RR01085,JET_RR_01085,64PE301 P1200,MC,0.0,0.5,22.33194444,63.6,1172.0,0.795962509,0.101072607,0.038916392,0.059062156,0.01299505,0.70819582,0.079757976,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,3.3478410380000003,4.544973355239111,0.1234511249080924,0.101072607,3.0805158363054694,-0.2673252016945309,include,22.375,63.625,1150.0,27.32551,40.0,25.3603,26.737848,0.22907473,0.55855834,0.2880745,2.0,Arabian Sea,0.6586658,0.1372967327472534
RR01086,JET_RR_01086,64PE301 P1300,MC,0.0,0.5,22.2999,63.5998,1306.0,0.742288557,0.138978546,0.049174103,0.066071768,0.013100437,0.670210746,0.062464401,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,3.151319538,5.043478167942031,0.14906284536196604,0.138978546,2.847732253262432,-0.303587284737568,include,22.375,63.625,1300.0,27.32551,,,,0.22907473,nan,nan,2.0,Arabian Sea,,
RR01087,JET_RR_01087,64PE301 P1400,MC,0.0,0.5,22.155,63.2125,1379.0,0.757575758,0.137103541,0.045645242,0.062930022,0.013760698,0.674609834,0.065950663,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,3.1750293679999997,4.573170779563653,0.14177362848582512,0.137103541,2.9120844829827917,-0.26294488501720803,include,22.125,63.125,1400.0,27.20621,,,,0.26411074,nan,nan,2.0,Arabian Sea,,
RR01088,JET_RR_01088,64PE301 P1500,MC,0.0,0.5,22.07833333,63.075,1495.0,0.755700326,0.145645331,0.047219307,0.06547744,0.013850997,0.661070304,0.066736621,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,3.130954878,4.727272701019284,0.14812085494671767,0.145645331,2.904106251598801,-0.22684862640119885,include,22.125,63.125,1500.0,27.20621,40.0,25.211609,26.602896,0.26411074,0.7242453,0.34374744,2.0,Arabian Sea,0.6571048,0.09859553578927616
RR01089,JET_RR_01089,64PE301 P1800,MC,0.0,0.5,22.30833333,63.40833333,1786.0,0.742338962,0.175020836,0.049053459,0.064888677,0.013215859,0.634599357,0.063221812,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,3.009763066,4.909909904456457,0.15413479582134026,0.175020836,2.847941885810749,-0.1618211801892513,include,22.375,63.375,1800.0,27.27769,,,,0.2592359,nan,nan,2.0,Arabian Sea,,
RR01090,JET_RR_01090,64PE301 P2000,MC,0.0,0.5,22.14472222,63.01861111,1970.0,0.747028862,0.184540177,0.045523984,0.060189429,0.013137794,0.635502597,0.061106019,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,2.991750688,4.581395400171445,0.14574747111728642,0.184540177,2.8675208168545696,-0.1242298711454306,include,22.125,63.125,1950.0,27.20621,,,,0.26411074,nan,nan,2.0,Arabian Sea,,
RR01091,JET_RR_01091,64PE301 P2500,MC,0.0,0.5,22.10472222,62.895,2470.0,0.73518851,0.184620596,0.049966125,0.06554878,0.013211382,0.626693767,0.05995935,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,2.9673102989999998,4.961538467360946,0.15787287043124773,0.184620596,2.8183719694835867,-0.14893832951641306,include,22.125,62.875,2500.0,27.156109,35.0,25.62379,26.712664,0.26569468,0.6096241,0.32335195,2.0,Arabian Sea,0.6583744,0.07681408125091549
RR01092,JET_RR_01092,64PE301 P3000,MC,0.0,0.5,21.92877,63.15823,3003.0,0.712073325,0.221898872,0.055232206,0.070934885,0.013338184,0.586273797,0.052322057,-999.0,2014.0,Lengger2014,Data published in Tierney & Tingley (2015),http://dx.doi.org/doi:10.1016/j.gca.2014.07.013,'https://doi.org/10.25921/wt2r-sc81,2.7914999440000003,5.3181816205264525,0.17928938771659333,0.221898872,2.7251042947361643,-0.06639564926383601,include,21.875,63.125,3000.0,27.17951,40.0,25.2982,26.611721,0.25377005,0.6625739,0.32346064,2.0,Arabian Sea,0.6572069,0.05486643203277586
RR01093,JET_RR_01093,B997-316,Grab sampler,0.0,1.0,66.746,-18.79,658.0,0.384521297292473,0.524959173960847,0.0203493351660788,0.0058940904953734,0.0020683332550462,0.441978211400238,0.0047508557224174,-999.0,2019.0,Harning2019,Data from original source (personal communication with Harning),https://doi.org/10.1029/2018PA003523,,1.8252587844125858,2.849681249863066,0.05959858051056203,0.524959173960847,1.7848026062821307,-0.0404561781304551,include,66.625,-18.875,650.0,5.12261,,,,5.723521,nan,nan,26.0,North Atlantic,,
RR01094,JET_RR_01094,AII1079_GC104,GC,15.0,18.0,-31.2633,-35.915,1430.0,0.58910594,0.375625301,0.074110149,0.067760943,0.007467532,0.444011544,0.031024531,0.106735049,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.132178931,9.074074674202937,0.23918109468429952,0.375625301,2.2885805105637016,0.1564015795637017,include,-31.375,-35.875,1450.0,20.88181,,,,0.21044561,nan,nan,54.0,Eastern South America Offshore_far,,
RR01095,JET_RR_01095,AII1079_GGC110,GC,6.0,8.0,-30.81,-37.79,2661.0,0.617027518,0.334853923,0.07257832,0.074530881,0.006618559,0.475632932,0.035785385,0.253841165,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.287169027,11.260892438973498,0.23111879527780782,0.334853923,2.3788890315978777,0.09172000459787766,include,-30.875,-37.875,2700.0,21.2895,,,,0.14714655,nan,nan,54.0,Eastern South America Offshore_far,,
RR01096,JET_RR_01096,AII1079_GGC153,GC,6.0,8.0,-30.93,-38.758,3965.0,0.598538232,0.366532937,0.074501265,0.069926533,0.005827387,0.447892068,0.035319808,0.420660813,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.164683996,11.999637745013331,0.2371949454843083,0.366532937,2.318508971710077,0.15382497571007692,include,-30.875,-38.875,4000.0,21.216791,,,,0.16888134,nan,nan,54.0,Eastern South America Offshore_far,,
RR01097,JET_RR_01097,AII1258_BC35,BC,10.0,12.0,26.769,-111.309,980.0,0.538738804,0.301948021,0.056258886,0.039524736,0.007780028,0.576084455,0.018403874,0.027677908,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.536601758,5.080281973278245,0.14836094318987667,0.301948021,2.138766257385363,-0.397835500614637,include,26.875,-111.375,1000.0,22.9019,,,,0.004208775,nan,nan,16.0,Gulf of California,,
RR01098,JET_RR_01098,AII1258_BC43,BC,4.0,5.0,27.9,-111.65,655.0,0.518883695,0.330871277,0.059819463,0.041334459,0.007774481,0.544794,0.01540632,0.025285583,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.406613104,5.3166840333136065,0.16279140209618534,0.330871277,2.084337314120352,-0.3222757898796478,include,27.875,-111.625,650.0,22.605091,40.0,18.6376,20.858856,0.0052926373,0.00379038,0.0034761678,16.0,Gulf of California,0.59066373,-0.07178003609817507
RR01099,JET_RR_01099,AII1258_GGC13,GC,6.0,8.0,26.52,-110.5,1330.0,0.523199519,0.342555422,0.058782745,0.040522861,0.008345396,0.534158745,0.015634832,0.046391742,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.3640389630000005,4.855714576036895,0.16374156155297764,0.342555422,2.0959456561536802,-0.26809330684632027,include,26.625,-110.625,1350.0,25.10079,,,,0.005122464,nan,nan,16.0,Gulf of California,,
RR01100,JET_RR_01100,AII1258_GGC16,GC,3.0,5.0,26.0,-110.67,1295.0,0.518614914,0.334783964,0.064707451,0.045227047,0.008272626,0.530796727,0.016212185,0.035883154,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.368015071,5.467072607899837,0.17769734582886693,0.334783964,2.083618460577115,-0.2843966104228848,include,25.875,-110.625,1300.0,24.626291,,,,0.004333864,nan,nan,16.0,Gulf of California,,
RR01101,JET_RR_01101,AII1258_GGC24,GC,4.0,5.0,26.08,-110.83,1020.0,0.553848272,0.286591925,0.052349205,0.037795951,0.007948556,0.596073093,0.019241269,0.036271495,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.613044223,4.755071361389414,0.13750014273037228,0.286591925,2.1819398864393214,-0.4311043365606788,include,26.125,-110.875,1000.0,23.8147,45.0,18.02591,21.721533,0.0043797875,0.019239975,0.0026041295,16.0,Gulf of California,0.60064226,-0.04679399188931277
RR01102,JET_RR_01102,AII1258_GGC53,GC,3.0,5.0,27.62,-111.93,1442.0,0.501992351,0.371466058,0.053267924,0.033593368,0.007034207,0.521571883,0.01306656,0.02599917,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.2801110529999997,4.775715016632294,0.14938811212203398,0.371466058,2.040093673665524,-0.24001737933447576,include,27.625,-111.875,1450.0,22.0336,30.0,18.94861,20.65561,0.0047281347,0.0021048263,0.0027338145,16.0,Gulf of California,0.58831275,-0.08632039409429937
RR01103,JET_RR_01103,AII1258_GGC66,GC,3.0,4.0,30.163,-114.018,335.0,0.518473149,0.259112722,0.041381205,0.024367224,0.00675574,0.654949797,0.013433313,0.067328085,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.7839153129999996,3.606891917095685,0.09786126858307145,0.259112722,2.083239503966801,-0.7006758090331986,include,30.125,-114.125,325.0,20.622509,,,,0.028662566,nan,nan,16.0,Gulf of California,,
RR01104,JET_RR_01104,AII1258_GGC69,GC,3.0,4.0,31.009,-114.165,210.0,0.46115704,0.311069182,0.044830311,0.025020764,0.006535008,0.605733459,0.006811276,0.066146475,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.564655803,3.8287273711065084,0.11087627524306803,0.311069182,1.9409595867979845,-0.6236962162020154,include,31.125,-114.125,200.0,22.511791,,,,0.018652301,nan,nan,16.0,Gulf of California,,
RR01105,JET_RR_01105,AII1258_GGC71,GC,5.0,7.0,30.68,-114.12,190.0,0.471288863,0.295337795,0.040508406,0.021460301,0.006303425,0.628044931,0.008345142,0.059790654,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.6478995750000003,3.4045460999377326,0.09688632583891738,0.295337795,1.9645233742176047,-0.6833762007823956,include,30.625,-114.125,200.0,22.17159,25.0,19.7523,21.080505,0.02843613,0.02655669,0.026485968,16.0,Gulf of California,0.5932275,-0.12193864268389892
RR01106,JET_RR_01106,AII15_GC765,GC,5.0,7.0,-32.025,49.925,3698.0,0.618315617,0.364181009,0.074926867,0.072170078,0.007247104,0.439513168,0.041961774,0.264231301,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.166908103,9.958471411476916,0.242748409822191,0.364181009,2.3831801263006214,0.21627202330062145,include,-32.125,49.875,3700.0,20.88821,,,,0.5017855,nan,nan,19.0,Indian Ocean Gyre,,
RR01107,JET_RR_01107,AII15_GC766,GC,3.0,5.0,-32.0,55.117,4417.0,0.550014237,0.642589015,0.048453152,0.03683701,0.004822538,0.249733906,0.017564377,0.423613498,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,1.2057879180000002,7.638511091047909,0.2521262755934951,0.642589015,2.1708410317069378,0.9650531137069376,include,-32.125,55.125,4400.0,20.677809,,,,0.606392,nan,nan,19.0,Indian Ocean Gyre,,
RR01108,JET_RR_01108,AII31_PC12,PC,5.0,8.0,10.333,-41.292,3182.0,0.552201982,0.400888914,0.078319405,0.062864088,0.007004876,0.424212131,0.026710585,0.286103311,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.028753073,8.97433273622545,0.24734706586175081,0.400888914,2.1771622098900982,0.14840913689009838,include,10.375,-41.375,3200.0,27.103691,,,,0.002632972,nan,nan,43.0,Tropical Atlantic,,
RR01109,JET_RR_01109,AII31_PC13,PC,6.0,9.0,11.338,-41.863,4204.0,0.619449845,0.336525986,0.073990356,0.07224589,0.004995862,0.469044043,0.043197863,0.181193151,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.282437346,14.461146044466398,0.22793976072738847,0.336525986,2.3869677461121395,0.10453040011213943,include,11.375,-41.875,4200.0,26.95729,100.0,20.265509,25.064049,0.001316588,12.935372,2.3074403,43.0,Tropical Atlantic,0.639305,-0.0198551505368042
RR01110,JET_RR_01110,AII31_PC15,PC,6.0,8.0,11.885,-43.79,3940.0,0.605020769,0.386967383,0.07141652,0.067367298,0.005230245,0.432221793,0.036796761,0.626679954,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.097916067,12.88033313926977,0.23492071874537795,0.386967383,2.3394204425288865,0.2415043755288866,exclude,11.875,-43.875,3900.0,26.9559,,,,0.0010344852,nan,nan,43.0,Tropical Atlantic,,
RR01111,JET_RR_01111,AII31_PC16,PC,6.0,9.0,11.958,-46.167,4217.0,0.575574833,0.451054515,0.077859615,0.064590174,0.005194191,0.36549827,0.035803236,0.650168455,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,1.8278285600000002,12.435078725445406,0.26895927512918827,0.451054515,2.2466781880214866,0.4188496280214864,exclude,11.875,-46.125,4200.0,27.10189,,,,0.0013722192,nan,nan,43.0,Tropical Atlantic,,
